,time,hour,Alcalde,Avila_Camacho,Enrique_Diaz_de_Leon,Federalismo,Hidalgo,Independencia,Juarez,Lazaro_Cardenas,Lopez_Mateos,Vallarta,origin,destination,Ruta
341,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Andares,Plaza Galerías,635-B_632-A
342,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Andares,Secretaría de Movilidad,632_619-Azul
343,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Andares,La Minerva,635-B
344,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Andares,Basílica de Zapopan,635-A
345,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Secretaría de Movilidad,Hospicio Cabañas,30_L3
346,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Secretaría de Movilidad,Plaza Galerías,258-A_368_629-2
347,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Secretaría de Movilidad,Andares,TL1_C71
348,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Secretaría de Movilidad,La Minerva,258-A
349,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Secretaría de Movilidad,Basílica de Zapopan,30_631
350,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,La Minerva,Hospicio Cabañas,L1_TL2
351,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,La Minerva,Plaza Galerías,629-1
352,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,La Minerva,Andares,24_C54
353,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,La Minerva,Secretaría de Movilidad,258-A
354,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,La Minerva,Basílica de Zapopan,249_258-D
355,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Basílica de Zapopan,Hospicio Cabañas,24_L3
356,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Basílica de Zapopan,Plaza Galerías,631_632-A
357,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Basílica de Zapopan,Andares,635-A
358,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Basílica de Zapopan,Secretaría de Movilidad,631_380
359,2019-05-03 16:44:21,16,0,0,0,1,0,0,0,0,0,1,Basílica de Zapopan,La Minerva,24
360,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Hospicio Cabañas,Plaza Galerías,L3_629-1
361,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Hospicio Cabañas,Andares,635-A
362,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Hospicio Cabañas,Secretaría de Movilidad,L3_LT1
363,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Hospicio Cabañas,La Minerva,249
364,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Hospicio Cabañas,Basílica de Zapopan,L3_30_631-A
365,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Plaza Galerías,Hospicio Cabañas,C01_258
366,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Plaza Galerías,Andares,27_27-A
367,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Plaza Galerías,Secretaría de Movilidad,25_380
368,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Plaza Galerías,La Minerva,629-2
369,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Plaza Galerías,Basílica de Zapopan,632-A_24
370,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Andares,Hospicio Cabañas,710_258-D
371,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Andares,Plaza Galerías,635-B_632-A
372,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Andares,Secretaría de Movilidad,632-A_380
373,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Andares,La Minerva,635-B
374,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Andares,Basílica de Zapopan,635-A
375,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Secretaría de Movilidad,Hospicio Cabañas,30_L3
376,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Secretaría de Movilidad,Plaza Galerías,258-A_368_629-2
377,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Secretaría de Movilidad,Andares,TL1_C71
378,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Secretaría de Movilidad,La Minerva,30_101
379,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Secretaría de Movilidad,Basílica de Zapopan,30_631
380,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,La Minerva,Hospicio Cabañas,249_258D
381,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,La Minerva,Plaza Galerías,629-1
382,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,La Minerva,Andares,635-A
383,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,La Minerva,Secretaría de Movilidad,371_30
384,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,La Minerva,Basílica de Zapopan,635-A
385,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Basílica de Zapopan,Hospicio Cabañas,275_L3
386,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Basílica de Zapopan,Plaza Galerías,631_632-A
387,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Basílica de Zapopan,Andares,635-A
388,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Basílica de Zapopan,Secretaría de Movilidad,631_TL1
389,2019-05-03 17:44:21,17,0,0,0,0,1,0,0,0,1,1,Basílica de Zapopan,La Minerva,635-A
390,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Hospicio Cabañas,Plaza Galerías,L3_629-1
391,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Hospicio Cabañas,Andares,635-A
392,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Hospicio Cabañas,Secretaría de Movilidad,L3_LT1
393,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Hospicio Cabañas,La Minerva,249
394,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Hospicio Cabañas,Basílica de Zapopan,L3_30_631-A
395,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Plaza Galerías,Hospicio Cabañas,C01_258
396,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Plaza Galerías,Andares,27_27-A
397,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Plaza Galerías,Secretaría de Movilidad,25_380
398,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Plaza Galerías,La Minerva,629-2
399,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Plaza Galerías,Basílica de Zapopan,632-A_24
400,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Andares,Hospicio Cabañas,710_258-D
401,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Andares,Plaza Galerías,635-B_632-A
402,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Andares,Secretaría de Movilidad,632-A_380
403,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Andares,La Minerva,635-B
404,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Andares,Basílica de Zapopan,635-A
405,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Secretaría de Movilidad,Hospicio Cabañas,30_L3
406,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Secretaría de Movilidad,Plaza Galerías,258-A_368_629-2
407,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Secretaría de Movilidad,Andares,TL1_C71
408,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Secretaría de Movilidad,La Minerva,30_101
409,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Secretaría de Movilidad,Basílica de Zapopan,30_15
410,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,La Minerva,Hospicio Cabañas,249_258D
411,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,La Minerva,Plaza Galerías,629-1
412,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,La Minerva,Andares,635-A
413,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,La Minerva,Secretaría de Movilidad,371_30
414,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,La Minerva,Basílica de Zapopan,635-A
415,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Basílica de Zapopan,Hospicio Cabañas,T08_L3
416,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Basílica de Zapopan,Plaza Galerías,631_632-A
417,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Basílica de Zapopan,Andares,635-A
418,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Basílica de Zapopan,Secretaría de Movilidad,631_380
419,2019-05-03 18:44:21,18,0,1,0,0,1,1,1,1,1,1,Basílica de Zapopan,La Minerva,635-A
420,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Hospicio Cabañas,Plaza Galerías,L3_629-1
421,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Hospicio Cabañas,Andares,635-A
422,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Hospicio Cabañas,Secretaría de Movilidad,L3_LT1
423,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Hospicio Cabañas,La Minerva,249
424,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Hospicio Cabañas,Basílica de Zapopan,L3_T08
425,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Plaza Galerías,Hospicio Cabañas,L1_L3
426,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Plaza Galerías,Andares,25
427,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Plaza Galerías,Secretaría de Movilidad,25_380
428,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Plaza Galerías,La Minerva,629-A
429,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Plaza Galerías,Basílica de Zapopan,632-A_24
430,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Andares,Hospicio Cabañas,710_258-D
431,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Andares,Plaza Galerías,632-A
432,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Andares,Secretaría de Movilidad,632-A_380
433,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Andares,La Minerva,710_258-D
434,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Andares,Basílica de Zapopan,635-A
435,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Secretaría de Movilidad,Hospicio Cabañas,30_L3
436,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Secretaría de Movilidad,Plaza Galerías,258-A_368_629-2
437,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Secretaría de Movilidad,Andares,TL1_C71
438,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Secretaría de Movilidad,La Minerva,TL1_MIR
439,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Secretaría de Movilidad,Basílica de Zapopan,30_631
440,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,La Minerva,Hospicio Cabañas,249_258D
441,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,La Minerva,Plaza Galerías,L1
442,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,La Minerva,Andares,710
443,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,La Minerva,Secretaría de Movilidad,371_30
444,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,La Minerva,Basílica de Zapopan,24
445,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Basílica de Zapopan,Hospicio Cabañas,275_L3
446,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Basílica de Zapopan,Plaza Galerías,635-A_25
447,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Basílica de Zapopan,Andares,635-A
448,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Basílica de Zapopan,Secretaría de Movilidad,631_TL1
449,2019-05-03 19:44:21,19,0,0,0,0,1,1,1,1,1,0,Basílica de Zapopan,La Minerva,635-A
450,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Plaza Galerías,L3_629-1
451,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Andares,L3_710
452,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Secretaría de Movilidad,L3_LT1
453,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,La Minerva,258
454,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Basílica de Zapopan,258_24
455,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Hospicio Cabañas,L1_L3
456,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Andares,25
457,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Secretaría de Movilidad,25_380
458,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,La Minerva,629-A
459,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Basílica de Zapopan,632-A_631
460,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Andares,Hospicio Cabañas,C54-L3
461,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Andares,Plaza Galerías,632-A
462,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Andares,Secretaría de Movilidad,632_619-Azul
463,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Andares,La Minerva,710
464,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Andares,Basílica de Zapopan,635-A
465,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Hospicio Cabañas,30_L3
466,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Plaza Galerías,258-A_368_629-2
467,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Andares,380_635-B
468,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,La Minerva,258-A
469,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Basílica de Zapopan,30_631
470,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,La Minerva,Hospicio Cabañas,L1_TL2
471,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,La Minerva,Plaza Galerías,L1
472,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,La Minerva,Andares,710
473,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,La Minerva,Secretaría de Movilidad,258-A
474,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,La Minerva,Basílica de Zapopan,24
475,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Hospicio Cabañas,24_L3
476,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Plaza Galerías,635-A_25
477,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Andares,635-A
478,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Secretaría de Movilidad,631_TL1
479,2019-05-03 20:44:21,20,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,La Minerva,24
480,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Plaza Galerías,L3_629-1
481,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Andares,L3_710
482,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Secretaría de Movilidad,L3_LT1
483,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,La Minerva,258
484,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Basílica de Zapopan,258_24
485,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Hospicio Cabañas,L1_L3
486,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Andares,25
487,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Secretaría de Movilidad,25_380
488,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,La Minerva,629-A
489,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Basílica de Zapopan,632-A_631
490,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Andares,Hospicio Cabañas,C54-L3
491,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Andares,Plaza Galerías,632-A
492,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Andares,Secretaría de Movilidad,632_619-Azul
493,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Andares,La Minerva,710
494,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Andares,Basílica de Zapopan,635-A
495,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Hospicio Cabañas,30_L3
496,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Plaza Galerías,258-A_368_629-2
497,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Andares,380_635-B
498,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,La Minerva,258-A
499,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Basílica de Zapopan,30_631
500,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,La Minerva,Hospicio Cabañas,L1_TL2
501,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,La Minerva,Plaza Galerías,L1
502,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,La Minerva,Andares,710
503,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,La Minerva,Secretaría de Movilidad,258-A
504,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,La Minerva,Basílica de Zapopan,24
505,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Hospicio Cabañas,24_L3
506,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Plaza Galerías,635-A_25
507,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Andares,635-A
508,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Secretaría de Movilidad,631_TL1
509,2019-05-03 21:44:21,21,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,La Minerva,24